0.004, 2400, 0.000976, 0.001110, 0.000976, 0.008528, 0.009732, 0.012150,
0.004, 2500, 0.000952, 0.001085, 0.000952, 0.008428, 0.009617, 0.012007,
0.004, 2600, 0.000930, 0.001061, 0.000930, 0.008332, 0.009507, 0.011872,
0.004, 2700, 0.000908, 0.001039, 0.000908, 0.008240, 0.009403, 0.011743,
0.004, 2800, 0.000888, 0.001018, 0.000888, 0.008152, 0.009304, 0.011619,
0.004, 2900, 0.000869, 0.000999, 0.000869, 0.008069, 0.009209, 0.011502,
0.004, 3000, 0.000851, 0.000980, 0.000851, 0.007988, 0.009118, 0.011389,
0.004, 3100, 0.000834, 0.000962, 0.000834, 0.007911, 0.009031, 0.011281,
0.004, 3200, 0.000818, 0.000945, 0.000818, 0.007837, 0.008948, 0.011177,
0.004, 3300, 0.000802, 0.000929, 0.000802, 0.007766, 0.008867, 0.011078,
0.004, 3400, 0.000788, 0.000913, 0.000788, 0.007697, 0.008790, 0.010982,
0.004, 3500, 0.000774, 0.000899, 0.000774, 0.007631, 0.008716, 0.010889,
0.004, 3600, 0.000760, 0.000885, 0.000760, 0.007567, 0.008644, 0.010800,
0.004, 3700, 0.000747, 0.000871, 0.000747, 0.007505, 0.008575, 0.010714,
0.004, 3800, 0.000735, 0.000858, 0.000735, 0.007445, 0.008508, 0.010631,
0.004, 3900, 0.000723, 0.000846, 0.000723, 0.007388, 0.008443, 0.010551,
0.004, 4000, 0.000712, 0.000834, 0.000712, 0.007331, 0.008381, 0.010473,
0.004, 4100, 0.000701, 0.000822, 0.000701, 0.007277, 0.008320, 0.010398,
0.004, 4200, 0.000690, 0.000811, 0.000690, 0.007224, 0.008261, 0.010325,
0.004, 4300, 0.000680, 0.000800, 0.000680, 0.007173, 0.008204, 0.010254,
0.004, 4400, 0.000670, 0.000790, 0.000670, 0.007123, 0.008149, 0.010185,
0.004, 4500, 0.000661, 0.000780, 0.000661, 0.007075, 0.008095, 0.010119,
0.004, 4600, 0.000652, 0.000770, 0.000652, 0.007028, 0.008043, 0.010054,
0.004, 4700, 0.000643, 0.000761, 0.000643, 0.006982, 0.007992, 0.009991,
0.004, 4800, 0.000634, 0.000752, 0.000634, 0.006937, 0.007942, 0.009929,
0.004, 4900, 0.000626, 0.000743, 0.000626, 0.006894, 0.007894, 0.009869,
0.004, 5000, 0.000618, 0.000735, 0.000618, 0.006851, 0.007847, 0.009811,
0.004, 5100, 0.000611, 0.000727, 0.000611, 0.006810, 0.007802, 0.009754,
0.004, 5200, 0.000603, 0.000719, 0.000603, 0.006769, 0.007757, 0.009699,
0.004, 5300, 0.000596, 0.000711, 0.000596, 0.006730, 0.007713, 0.009645,
0.004, 5400, 0.000589, 0.000703, 0.000589, 0.006691, 0.007671, 0.009592,
0.004, 5500, 0.000582, 0.000696, 0.000582, 0.006653, 0.007629, 0.009540,
0.004, 5600, 0.000575, 0.000689, 0.000575, 0.006616, 0.007589, 0.009490,
0.004, 5700, 0.000569, 0.000682, 0.000569, 0.006580, 0.007549, 0.009441,
0.004, 5800, 0.000563, 0.000675, 0.000563, 0.006545, 0.007510, 0.009393,
0.004, 5900, 0.000556, 0.000669, 0.000556, 0.006510, 0.007473, 0.009346,
0.004, 6000, 0.000550, 0.000662, 0.000550, 0.006477, 0.007435, 0.009300,
0.004, 6100, 0.000545, 0.000656, 0.000545, 0.006443, 0.007399, 0.009254,
0.004, 6200, 0.000539, 0.000650, 0.000539, 0.006411, 0.007364, 0.009210,
0.004, 6300, 0.000534, 0.000644, 0.000534, 0.006379, 0.007329, 0.009167,
0.004, 6400, 0.000528, 0.000639, 0.000528, 0.006348, 0.007295, 0.009125,
0.004, 6500, 0.000523, 0.000633, 0.000523, 0.006317, 0.007261, 0.009083,
0.004, 6600, 0.000518, 0.000628, 0.000518, 0.006287, 0.007228, 0.009042,
0.004, 6700, 0.000513, 0.000622, 0.000513, 0.006258, 0.007196, 0.009002,
0.004, 6800, 0.000508, 0.000617, 0.000508, 0.006229, 0.007165, 0.008963,
0.004, 6900, 0.000503, 0.000612, 0.000503, 0.006200, 0.007134, 0.008925,
0.004, 7000, 0.000499, 0.000607, 0.000499, 0.006172, 0.007103, 0.008887,
0.004, 7100, 0.000494, 0.000602, 0.000494, 0.006145, 0.007073, 0.008850,
0.004, 7200, 0.000490, 0.000597, 0.000490, 0.006118, 0.007044, 0.008813,
0.004, 7300, 0.000485, 0.000592, 0.000485, 0.006092, 0.007015, 0.008778,
0.004, 7400, 0.000481, 0.000588, 0.000481, 0.006066, 0.006987, 0.008743,
0.004, 7500, 0.000477, 0.000583, 0.000477, 0.006040, 0.006959, 0.008708,
0.004, 7600, 0.000473, 0.000579, 0.000473, 0.006015, 0.006932, 0.008674,
0.004, 7700, 0.000469, 0.000575, 0.000469, 0.005990, 0.006905, 0.008641,
0.004, 7800, 0.000465, 0.000570, 0.000465, 0.005966, 0.006878, 0.008608,
0.004, 7900, 0.000461, 0.000566, 0.000461, 0.005942, 0.006852, 0.008576,
0.004, 8000, 0.000457, 0.000562, 0.000457, 0.005918, 0.006827, 0.008544,
0.004, 8100, 0.000454, 0.000558, 0.000454, 0.005895, 0.006801, 0.008513,
0.004, 8200, 0.000450, 0.000554, 0.000450, 0.005872, 0.006777, 0.008482,
0.004, 8300, 0.000447, 0.000551, 0.000447, 0.005849, 0.006752, 0.008451,
0.004, 8400, 0.000443, 0.000547, 0.000443, 0.005827, 0.006728, 0.008422,
0.004, 8500, 0.000440, 0.000543, 0.000440, 0.005805, 0.006705, 0.008392,
0.004, 8600, 0.000436, 0.000539, 0.000436, 0.005783, 0.006681, 0.008363,
0.004, 8700, 0.000433, 0.000536, 0.000433, 0.005762, 0.006658, 0.008335,
0.004, 8800, 0.000430, 0.000532, 0.000430, 0.005741, 0.006636, 0.008307,
0.004, 8900, 0.000427, 0.000529, 0.000427, 0.005721, 0.006613, 0.008279,
0.004, 9000, 0.000424, 0.000526, 0.000424, 0.005700, 0.006591, 0.008252,
0.004, 9100, 0.000421, 0.000522, 0.000421, 0.005680, 0.006570, 0.008225,
0.004, 9200, 0.000418, 0.000519, 0.000418, 0.005660, 0.006548, 0.008198,
0.004, 9300, 0.000415, 0.000516, 0.000415, 0.005641, 0.006527, 0.008172,
0.004, 9400, 0.000412, 0.000513, 0.000412, 0.005621, 0.006506, 0.008146,
0.004, 9500, 0.000409, 0.000510, 0.000409, 0.005602, 0.006486, 0.008121,
0.004, 9600, 0.000406, 0.000507, 0.000406, 0.005583, 0.006466, 0.008096,
0.004, 9700, 0.000403, 0.000504, 0.000403, 0.005565, 0.006446, 0.008071,
0.004, 9800, 0.000401, 0.000501, 0.000401, 0.005547, 0.006426, 0.008046,
0.004, 9900, 0.000398, 0.000498, 0.000398, 0.005528, 0.006406, 0.008022,
0.004, 10000, 0.000396, 0.000495, 0.000396, 0.005511, 0.006387, 0.007999,
